MW,LogP,TPSA,HBD,HBA,RotBonds,AromaticRings,HeavyAtoms
440.5630000000003,3.8632000000000035,50.6,0,4,6,2,32
422.4510000000002,3.301300000000002,50.6,0,4,5,2,30
238.334,2.8461000000000016,29.259999999999998,1,2,1,2,18
520.6410000000003,3.8655000000000026,107.27000000000001,2,7,2,4,39
402.49800000000016,2.632180000000001,85.22999999999999,2,4,5,2,30
418.4970000000001,1.6029799999999994,105.46000000000001,3,5,5,2,31
394.9100000000002,3.645100000000003,50.080000000000005,0,5,2,3,28
409.9210000000002,4.366300000000003,56.07000000000001,0,5,3,3,29
364.51400000000007,4.315200000000004,15.71,0,4,2,3,26
418.49700000000024,1.9979799999999996,108.45000000000002,2,5,5,2,31
500.5210000000002,6.949100000000005,75.72,2,5,5,3,36
469.5570000000002,4.902400000000005,61.77,1,4,6,3,33
340.4700000000001,5.252700000000004,15.6,0,2,4,3,26
435.54900000000015,4.165700000000003,71.0,1,5,5,3,31
469.5570000000002,4.902400000000005,61.77,1,4,6,3,33
435.54900000000015,4.165700000000003,71.0,1,5,5,3,31
439.5190000000003,3.628980000000003,74.39,0,5,0,3,33
449.51400000000024,4.299280000000004,74.39,0,5,0,4,34
483.9310000000003,3.5675000000000026,91.15,1,7,4,3,34
328.3870000000001,3.0253000000000005,55.56,1,3,5,2,24
339.4390000000002,3.450300000000002,58.370000000000005,1,4,3,2,25
384.4800000000003,2.4095000000000004,70.84,1,6,3,2,28
260.33700000000005,1.7894999999999999,55.56,1,3,3,1,19
390.8960000000002,3.8358000000000017,87.46000000000001,3,4,3,2,26
321.464,4.745100000000004,20.310000000000002,0,2,6,2,24
504.84500000000025,6.143900000000007,65.46000000000001,2,4,4,3,33
327.4050000000001,3.240700000000002,61.72,0,4,3,2,23
456.53800000000024,4.220100000000003,88.5,2,7,6,2,31
220.27599999999998,1.5791099999999996,77.01,4,2,1,1,16
463.0210000000002,4.7458000000000045,52.57000000000001,2,3,7,3,33
506.9690000000002,3.9022200000000025,93.13000000000001,1,7,5,4,36
522.9680000000002,3.602400000000002,102.36000000000001,1,8,6,4,37
491.9540000000003,4.198800000000003,80.24000000000001,1,6,5,4,35
531.9790000000003,3.8465000000000025,97.54,1,7,5,5,38
416.8800000000002,4.669500000000004,67.43,2,3,5,2,29
417.8680000000002,4.064500000000003,80.32000000000001,2,4,5,2,29
487.5160000000004,2.709600000000001,121.78,1,7,3,4,36
477.59400000000016,4.090900000000001,128.45,4,6,11,4,34
425.5730000000004,3.3080000000000016,63.57000000000001,1,3,6,2,31
425.5730000000004,3.3080000000000016,63.57000000000001,1,3,6,2,31
455.5990000000004,2.6689,83.8,2,4,7,2,33
391.9070000000002,1.2997999999999996,103.17000000000002,3,6,7,2,27
494.00300000000027,3.384540000000001,105.27000000000001,2,7,6,4,35
508.6630000000003,3.9966200000000027,77.73,1,5,10,3,37
412.57800000000026,3.4007000000000014,59.27,1,3,5,2,30
507.6200000000003,3.0965000000000007,134.66000000000003,3,7,7,4,36
492.08900000000034,4.227740000000003,77.57000000000001,2,5,8,2,33
454.57800000000026,4.537500000000004,88.84,4,3,3,4,34
525.5720000000002,1.798600000000001,96.03,2,6,4,1,37
484.6000000000003,4.354580000000004,95.32000000000002,1,5,3,2,36
720.9599999999999,2.171900000000009,186.79,7,7,20,2,52
420.94900000000024,1.4828,115.20000000000002,4,6,8,2,29
461.9460000000003,3.0063000000000013,103.29,4,6,6,2,32
445.4910000000003,2.492,103.29,4,6,6,2,32
463.92500000000024,4.5141000000000036,98.26,2,7,8,4,33
328.387,2.9438000000000004,50.36,2,3,5,2,24
452.5550000000003,1.5498999999999996,97.13000000000001,2,6,6,2,33
506.64700000000045,2.7201999999999993,97.13000000000001,2,6,9,2,37
496.6080000000004,1.5665000000000018,106.36000000000001,2,7,9,2,36
542.6800000000003,3.1628,97.13000000000001,2,6,9,3,40
508.62300000000045,1.5102000000000015,122.91,2,8,9,2,37
544.6560000000003,1.9528000000000005,122.91,2,8,9,3,40
422.5290000000002,1.5412999999999997,87.9,2,5,5,2,31
398.46700000000016,0.8245999999999994,115.37,2,6,6,2,29
458.93100000000015,1.0114999999999994,125.19000000000001,4,8,3,3,31
454.4370000000001,0.5747999999999993,125.19000000000001,4,7,3,3,33
424.4860000000001,0.35809999999999903,125.19000000000001,4,8,3,3,30
526.5940000000003,1.258699999999999,163.88,5,10,10,3,38
609.1080000000003,2.641600000000001,143.65,4,10,8,4,42
564.9800000000004,2.7986,125.19000000000001,4,7,5,4,40
560.0070000000002,3.4425000000000017,132.28,2,7,8,4,38
444.43400000000037,3.371100000000002,95.17,3,6,4,3,32
422.48100000000034,2.8796000000000017,95.17,3,6,5,3,31
612.658,6.373200000000005,97.44,1,5,5,6,44
613.6460000000001,6.200100000000004,109.47,2,6,5,6,44
610.642,6.754500000000005,96.92,1,5,5,7,44
611.6300000000001,6.149500000000004,109.81,1,6,5,7,44
568.8190000000002,4.444700000000004,109.08000000000001,2,6,6,4,39
556.808,3.906800000000003,120.08000000000001,3,6,7,4,38
519.5760000000002,6.3880200000000045,84.23,2,4,6,5,39
538.5540000000002,5.922120000000004,97.12,2,5,6,5,40
520.5640000000002,5.783020000000004,97.12,2,5,6,5,39
422.48100000000034,3.401320000000002,95.17,3,6,4,3,31
426.44400000000036,3.232000000000002,95.17,3,6,4,3,31
394.4270000000003,2.845300000000001,95.17,3,6,4,3,29
408.45400000000035,3.092900000000002,95.17,3,6,4,3,30
394.4270000000003,2.7028000000000008,95.17,3,6,4,3,29
398.43400000000025,3.8045000000000027,85.94,3,5,4,3,29
352.3900000000002,3.0763000000000016,85.94,3,5,4,3,26
408.45400000000035,3.235400000000002,95.17,3,6,4,3,30
408.45400000000035,3.092900000000002,95.17,3,6,4,3,30
416.42400000000026,4.101700000000003,85.94,3,5,4,3,30
366.41700000000026,3.466400000000003,85.94,3,5,4,3,27
380.4440000000003,3.856500000000003,85.94,3,5,4,3,28
396.44300000000027,2.827300000000001,106.17,4,6,4,3,29
382.4160000000002,2.4851,114.96000000000001,5,6,6,3,28
422.48100000000034,3.401320000000002,95.17,3,6,4,3,31
426.44400000000036,3.232000000000002,95.17,3,6,4,3,31
409.44200000000035,2.4879,108.06,3,7,4,3,30
367.40500000000026,2.8614000000000006,98.83,3,6,4,3,27
422.48100000000034,3.395900000000002,84.17,2,6,5,3,31
431.49200000000036,3.8686000000000034,90.73,3,5,4,4,32
408.45400000000035,3.092900000000002,95.17,3,6,4,3,30
392.4550000000003,3.3873000000000024,74.94,2,5,4,3,29
458.5630000000003,1.7736800000000004,121.63000000000001,2,9,7,1,33
468.64600000000024,4.168280000000003,111.96000000000001,3,7,6,1,34
468.6020000000003,3.117580000000001,120.24000000000001,2,7,7,1,34
468.6460000000003,3.9794800000000023,103.17,2,7,8,1,34
440.59200000000027,3.2008800000000015,103.17,2,7,7,1,32
470.61800000000034,2.5633800000000004,123.4,3,8,9,1,34
426.5650000000002,2.8586800000000006,111.96000000000001,3,7,7,1,31
454.6190000000003,3.590980000000002,103.17,2,7,8,1,33
373.4570000000001,1.8513799999999994,120.16000000000001,3,7,7,1,27
454.61900000000026,3.590980000000002,103.17,2,7,7,1,33
400.52700000000027,2.420680000000001,103.17,2,7,8,1,29
563.5840000000002,5.071000000000004,102.49,3,6,5,4,41
492.58000000000027,2.5102,101.94000000000001,1,9,5,3,36
528.5600000000003,3.1030000000000015,101.94000000000001,1,9,6,3,38
551.5730000000003,4.799700000000004,94.52999999999999,3,5,5,4,40
415.8810000000001,4.6861200000000025,71.84,2,5,4,4,28
401.85400000000004,4.377700000000002,71.84,2,5,4,4,27
400.86600000000016,4.982700000000002,58.95,2,4,4,4,27
383.86400000000015,4.238600000000002,71.84,2,5,4,4,26
383.86000000000007,4.892300000000002,56.150000000000006,1,4,4,4,26
364.40500000000003,1.6296999999999993,95.99000000000001,3,3,5,3,27
325.368,1.1483999999999992,80.2,2,3,5,2,24
410.4450000000001,2.2832,76.66000000000001,2,4,5,2,30
370.449,2.824300000000001,91.57000000000001,3,4,5,2,27
370.45300000000003,1.8852999999999989,96.25000000000001,3,4,5,2,27
443.49400000000014,4.5042000000000035,67.6,1,5,8,3,32
555.4600000000002,6.524800000000003,105.24,3,6,5,4,38
521.9080000000001,6.159400000000002,105.24,3,6,5,4,35
488.3560000000002,5.794000000000003,105.24,3,6,5,4,32
540.445,6.133100000000002,93.21,2,6,5,4,37
429.48800000000006,2.1184999999999996,109.55,2,6,5,5,32
333.435,3.0013000000000005,56.92,3,2,4,3,25
330.60200000000003,3.6506000000000007,68.01,2,3,2,2,20
428.44200000000006,4.778100000000003,59.290000000000006,1,3,4,5,32
591.6720000000004,4.223220000000004,120.86000000000001,1,8,7,4,44
395.4780000000002,2.9464000000000015,52.650000000000006,1,3,5,2,29
377.48800000000017,2.8073000000000015,52.650000000000006,1,3,5,2,28
391.51500000000016,3.195800000000002,52.650000000000006,1,3,5,2,29
508.94100000000026,3.1572000000000022,113.36,2,8,5,4,36
334.419,2.9925000000000015,50.36,2,3,2,2,25
447.5010000000001,3.730500000000003,52.650000000000006,1,3,6,2,32
501.60500000000036,2.1967999999999996,133.82999999999998,4,7,7,2,35
433.51600000000013,1.9346199999999991,95.39,2,6,4,3,32
433.5120000000002,1.6775999999999995,90.56,2,6,4,3,32
442.47000000000014,2.1115999999999997,94.22000000000001,2,6,5,3,32
480.8780000000001,2.6721000000000004,94.22000000000001,2,6,4,3,33
464.4230000000001,2.1578,94.22000000000001,2,6,4,3,33
446.4330000000001,2.0187,94.22000000000001,2,6,4,3,32
424.4800000000002,1.7558399999999994,94.22000000000001,2,6,4,3,31
428.44300000000015,1.5865199999999997,94.22000000000001,2,6,4,3,31
478.45000000000016,2.2437999999999994,94.22000000000001,2,6,5,3,34
460.46000000000015,2.1046999999999993,94.22000000000001,2,6,5,3,33
460.46000000000015,1.9465999999999997,94.22000000000001,2,6,6,3,33
442.47000000000014,1.8074999999999994,94.22000000000001,2,6,6,3,32
442.4700000000002,1.6509999999999994,94.22000000000001,2,6,6,3,32
424.4800000000002,1.5118999999999991,94.22000000000001,2,6,6,3,31
395.4400000000001,2.3468,95.58000000000001,2,4,4,3,28
512.5700000000003,5.5077200000000035,127.19,3,8,7,5,38
368.4160000000001,3.471720000000002,84.73,2,5,5,3,27
386.4060000000001,3.610820000000002,84.73,2,5,5,3,28
350.42600000000004,3.332620000000002,84.73,2,5,5,3,26
368.41600000000005,3.471720000000002,84.73,2,5,5,3,27
487.5780000000003,2.4101,133.82999999999998,4,7,6,2,34
487.5780000000003,2.4101,133.82999999999998,4,7,6,2,34
487.5780000000003,2.4101,133.82999999999998,4,7,6,2,34
319.368,2.4000000000000004,75.6,2,3,3,4,24
428.50000000000006,2.7235000000000005,96.66,2,5,5,5,32
462.5540000000002,2.5016,92.71000000000001,1,8,4,3,34
557.613,4.560800000000004,71.11000000000001,1,5,4,2,40
501.76400000000007,4.710600000000003,84.5,2,4,7,3,31
387.8670000000001,3.7749000000000033,70.67,2,3,4,2,27
425.50400000000013,4.365100000000004,67.6,1,5,8,3,31
580.1330000000005,3.8427000000000033,114.88,4,9,9,3,41
580.1330000000005,3.8427000000000033,114.88,4,9,9,3,41
580.1330000000005,3.8427000000000033,114.88,4,9,9,3,41
532.5270000000002,2.45972,136.81,2,8,11,3,38
474.3860000000001,2.3896000000000006,106.78000000000002,2,6,6,2,33
421.4610000000001,2.3373999999999997,123.06,3,7,7,3,31
388.44900000000007,1.9368,117.25999999999999,3,6,6,2,27
462.4890000000002,3.575020000000001,118.88,3,8,7,4,34
411.48700000000014,3.0353200000000014,113.07999999999998,3,7,6,3,29
459.5140000000002,3.1393400000000016,131.77,3,9,7,4,34
455.4820000000002,2.999180000000001,142.67,3,9,7,4,34
498.46900000000016,4.146300000000002,118.88,3,8,7,4,36
412.47500000000014,2.43032,125.97,3,8,6,3,29
415.4500000000001,2.8660000000000014,113.07999999999998,3,7,6,3,29
482.56600000000014,2.5635000000000003,125.55000000000001,3,9,7,3,34
427.48600000000016,2.735500000000001,122.31,3,8,7,3,30
397.46000000000015,2.7269000000000005,113.07999999999998,3,7,6,3,28
392.8460000000002,3.7022200000000023,79.78,2,3,3,4,28
453.8580000000001,2.8178,127.07,3,6,5,3,30
405.4660000000002,1.7832199999999994,105.27,2,7,6,4,30
406.4540000000002,1.0922199999999997,140.07999999999998,4,8,7,4,30
476.5450000000003,1.5581399999999996,149.31,4,9,6,4,35
462.51800000000026,1.2497199999999995,149.31,4,9,6,4,34
407.4380000000002,1.0591199999999996,137.28,3,8,7,4,30
449.4940000000002,2.4363200000000003,105.27,2,7,5,4,33
447.5030000000002,1.459119999999999,125.5,3,8,5,4,33
482.5880000000002,3.345620000000002,75.52000000000001,1,6,5,4,36
391.4390000000002,1.4747999999999994,105.27,2,7,6,4,29
433.52000000000027,2.2370199999999993,105.78999999999999,2,7,6,4,32
419.4930000000002,2.02222,105.79,2,7,6,4,31
419.4930000000002,1.9285999999999992,105.78999999999999,2,7,6,4,31
419.4930000000002,2.022219999999999,105.79,2,7,6,4,31
423.4560000000002,1.8528999999999995,105.79,2,7,6,4,31
435.49200000000025,1.7223999999999993,115.02000000000001,2,8,7,4,32
405.4660000000002,1.7137999999999993,105.79,2,7,6,4,30
447.50300000000027,1.1371199999999995,126.02000000000001,3,8,6,4,33
446.5190000000003,1.8638199999999996,140.60000000000002,4,8,7,4,33
460.5460000000003,2.1245199999999986,126.61000000000001,4,8,6,4,34
446.51900000000023,1.7344199999999994,126.61000000000001,4,8,6,4,33
476.5450000000003,1.4887199999999998,149.82999999999998,4,9,6,4,35
462.51800000000026,1.1802999999999995,149.82999999999998,4,9,6,4,34
464.5090000000002,1.6824199999999996,126.61000000000001,4,8,6,4,34
461.5300000000003,2.091419999999999,123.81000000000002,3,8,6,4,34
447.50300000000027,1.701319999999999,123.81000000000002,3,8,6,4,33
465.4930000000002,1.6493199999999988,123.81000000000002,3,8,6,4,34
380.40800000000013,1.9237999999999995,135.01999999999998,4,6,5,3,28
492.6240000000003,3.608900000000003,101.5,2,8,10,3,36
614.4550000000004,6.029800000000003,61.36,3,3,8,3,42
522.4080000000001,2.9467000000000017,89.91999999999999,2,4,5,3,35
286.2460000000001,4.803200000000004,12.03,1,1,3,1,18
364.1940000000001,6.084900000000003,21.259999999999998,1,2,4,2,23
310.22400000000005,5.374520000000003,21.259999999999998,1,2,4,2,20
314.187,5.205200000000002,21.259999999999998,1,2,4,2,20
279.74199999999996,4.551800000000003,21.259999999999998,1,2,4,2,19
289.806,5.029540000000004,21.259999999999998,1,2,4,2,20
275.77899999999994,4.7211200000000035,21.259999999999998,1,2,4,2,19
326.22300000000007,5.0747000000000035,30.49,1,3,5,2,21
296.197,5.066100000000003,21.259999999999998,1,2,4,2,19
433.6040000000003,3.656740000000002,63.800000000000004,1,5,4,3,32
352.5070000000001,4.9124700000000034,63.7,4,3,4,3,25
420.90400000000017,2.9987000000000013,67.46000000000001,1,5,4,4,30
307.22400000000005,4.795700000000004,15.27,1,2,2,2,20
372.4720000000001,3.799000000000002,57.26,2,4,5,3,28
255.285,-0.11332000000000031,103.74999999999999,2,7,2,2,19
272.35600000000005,1.1383999999999992,79.96,2,6,3,2,20
269.35200000000003,1.4973999999999994,67.07,2,5,3,2,20
270.34000000000003,0.8923999999999993,79.96,2,6,3,2,20
297.406,2.2775999999999996,67.07,2,5,3,2,22
298.394,1.672599999999999,79.96,2,6,3,2,22
494.00300000000027,3.384540000000001,105.27000000000001,2,7,6,4,35
506.9980000000003,3.0649000000000006,99.92000000000002,2,8,7,4,36
1037.2549999999999,-0.9210999999999863,352.53999999999996,14,19,8,0,73
269.38800000000003,3.1884000000000015,32.26,2,2,7,2,20
305.42100000000005,4.266500000000003,32.26,2,2,6,3,23
295.451,4.7554200000000035,12.03,1,2,5,3,21
289.422,4.693920000000004,12.03,1,1,5,3,22
305.421,3.8778000000000032,32.26,2,2,6,3,23
293.385,4.524600000000003,12.03,1,1,5,3,22
291.394,4.091100000000003,32.26,2,2,5,3,22
305.421,4.3941000000000034,21.259999999999998,1,2,6,3,23
295.21299999999997,3.9341000000000026,24.92,1,2,5,2,19
276.38300000000004,3.7805000000000026,24.92,1,2,5,3,21
281.42400000000004,4.447000000000004,12.03,1,2,5,3,20
354.675,4.139100000000003,32.26,2,2,5,2,20
310.224,4.030000000000002,32.26,2,2,5,2,20
293.769,3.5157000000000016,32.26,2,2,5,2,20
305.421,4.5305000000000035,21.259999999999998,1,2,6,3,23
305.421,3.9189000000000025,32.26,2,2,6,3,23
309.33099999999996,4.435000000000003,21.259999999999998,1,2,6,2,22
285.34299999999996,3.1449000000000016,39.72,1,4,6,2,21
264.372,3.9093000000000027,27.82,2,1,5,3,20
328.48500000000007,3.547670000000002,51.15,3,4,6,2,23
266.388,3.5328000000000026,15.27,1,2,4,2,20
447.5390000000002,3.288400000000001,83.2,1,6,8,4,33
380.4120000000001,1.8738799999999995,133.66,3,9,9,3,28
320.31800000000004,3.1860800000000014,61.6,1,4,5,2,23
314.4580000000001,3.1575700000000007,51.15,3,4,5,2,22
427.3350000000001,4.9475200000000035,69.81,3,3,5,4,29
346.39000000000004,1.9500999999999988,75.5,2,4,4,4,26
456.3330000000001,4.429300000000002,81.07000000000001,2,6,7,4,31
475.59300000000025,3.3785200000000017,97.28,3,6,10,3,35
300.789,3.9412800000000026,45.05,1,3,6,2,21
255.361,3.7246200000000034,21.259999999999998,1,2,6,2,19
541.4890000000001,6.788300000000007,54.379999999999995,2,4,8,5,36
523.0760000000001,7.193000000000008,54.379999999999995,2,4,9,5,38
438.55700000000013,2.9465000000000003,96.61000000000001,2,8,7,3,31
422.5540000000001,3.969300000000003,57.7,1,6,7,3,30
297.423,4.630900000000003,21.259999999999998,1,3,6,3,21
296.439,4.2100000000000035,24.92,1,3,5,3,21
295.451,4.7554200000000035,12.03,1,2,5,3,21
275.39500000000004,4.385500000000003,12.03,1,1,5,3,21
295.21299999999997,3.9341000000000026,24.92,1,2,5,2,19
383.4200000000001,2.1380999999999997,72.88,2,4,6,2,26
383.42000000000013,2.1380999999999997,72.88,2,4,6,2,26
347.4400000000001,1.8598999999999994,72.88,2,4,6,2,24
365.4300000000001,1.9989999999999994,72.88,2,4,6,2,25
354.675,4.139100000000003,32.26,2,2,5,2,20
356.31800000000004,4.751900000000003,32.26,2,3,6,2,22
310.224,4.030000000000002,32.26,2,2,5,2,20
316.253,4.091500000000002,32.26,2,3,5,2,19
471.3280000000001,4.945600000000002,67.43,2,4,8,2,29
367.27600000000007,3.988400000000002,61.36,3,3,6,2,24
349.4300000000002,3.6476000000000024,50.72,2,4,5,3,26
309.384,4.015500000000002,32.26,2,2,5,3,23
292.382,3.2714000000000016,45.15,2,3,5,3,22
297.423,3.9379000000000026,32.26,2,3,5,3,21
291.394,3.876400000000002,32.26,2,2,5,3,22
309.384,4.015500000000002,32.26,2,2,5,3,23
292.382,3.2714000000000016,45.15,2,3,5,3,22
434.38000000000005,5.018800000000003,33.730000000000004,1,4,7,2,30
320.26300000000003,4.907100000000004,12.03,1,1,3,2,21
508.1470000000003,5.3243000000000045,73.83,3,4,12,1,35
305.42100000000005,4.266500000000003,32.26,2,2,6,3,23
291.394,4.091100000000003,32.26,2,2,5,3,22
354.675,4.139100000000003,32.26,2,2,5,2,20
354.675,4.139100000000003,32.26,2,2,5,2,20
436.12,4.634600000000003,32.26,2,2,5,2,21
325.23900000000003,3.6122000000000014,58.28,3,3,5,2,21
367.27600000000007,3.988400000000002,61.36,3,3,6,2,24
310.224,4.030000000000002,32.26,2,2,5,2,20
392.35100000000006,5.758500000000004,32.26,2,3,6,3,25
356.31800000000004,4.751900000000003,32.26,2,3,6,2,22
355.22100000000006,3.938200000000002,75.39999999999999,2,4,6,2,23
389.12,4.792500000000003,32.26,2,2,5,2,21
436.12,4.634600000000003,32.26,2,2,5,2,21
325.23900000000003,3.6122000000000014,58.28,3,3,5,2,21
341.23800000000006,3.433600000000002,54.379999999999995,2,4,6,2,22
310.224,4.030000000000002,32.26,2,2,5,2,20
436.12,4.6346000000000025,32.26,2,2,5,2,21
340.25000000000006,4.038600000000002,41.489999999999995,2,3,6,2,22
356.31800000000004,4.751900000000003,32.26,2,3,6,2,22
309.84000000000003,5.122900000000004,12.03,1,1,5,3,22
293.385,4.853600000000004,12.03,1,1,5,3,22
309.384,4.015500000000002,32.26,2,2,5,3,23
326.827,3.924800000000003,45.15,2,3,5,3,23
309.84000000000003,5.122900000000004,12.03,1,1,5,3,22
293.385,4.853600000000004,12.03,1,1,5,3,22
290.41,3.842800000000002,38.05,2,2,5,3,22
326.82700000000006,3.924800000000002,45.15,2,3,5,3,23
331.86800000000005,4.591300000000003,32.26,2,3,5,3,22
349.4300000000002,3.6476000000000024,50.72,2,4,5,3,26
291.394,3.876400000000002,32.26,2,2,5,3,22
305.42100000000005,4.184820000000003,32.26,2,2,5,3,23
309.384,4.015500000000002,32.26,2,2,5,3,23
292.382,3.2714000000000016,45.15,2,3,5,3,22
297.423,3.9379000000000026,32.26,2,3,5,3,21
292.382,3.2714000000000016,45.15,2,3,5,3,22
322.4080000000001,3.280000000000002,54.379999999999995,2,4,6,3,24
349.4300000000001,4.259200000000003,39.72,1,4,6,3,26
305.421,4.5305000000000035,21.259999999999998,1,2,6,3,23
376.50000000000006,3.9889000000000037,41.57,1,3,8,3,28
388.51100000000014,4.133000000000004,41.57,1,3,8,3,29
402.5380000000002,4.523100000000004,41.57,1,3,8,3,30
418.5370000000002,3.7595000000000027,50.8,1,4,8,3,31
418.53700000000015,3.4939000000000027,61.8,2,4,8,3,31
418.53700000000015,3.4939000000000027,61.8,2,4,8,3,31
362.473,3.646700000000002,50.36,2,3,8,3,27
388.5110000000001,4.179300000000003,50.36,2,3,9,3,29
392.4990000000001,3.0092000000000017,70.59,3,4,10,3,29
348.446,3.386000000000001,64.35,2,3,8,3,26
335.447,3.8930000000000033,41.489999999999995,2,3,8,3,25
386.4950000000001,5.397320000000005,47.29,1,4,8,4,29
386.4950000000001,5.397320000000005,47.29,1,4,8,4,29
387.4830000000001,4.792320000000004,60.18,1,5,8,4,29
387.4830000000001,4.792320000000004,60.18,1,5,8,4,29
320.26300000000003,4.907100000000004,12.03,1,1,3,2,21
479.6060000000003,4.466400000000004,112.91000000000001,3,7,7,4,34
296.349,3.007600000000002,42.74,1,3,4,3,22
361.06600000000003,5.2676000000000025,21.259999999999998,1,2,4,2,19
307.17999999999995,4.376780000000003,45.05,1,3,4,2,20
307.17999999999995,4.376780000000003,45.05,1,3,4,2,20
332.831,3.861920000000003,41.57000000000001,1,3,5,2,23
348.83000000000004,3.5621000000000027,50.80000000000001,1,4,6,2,24
318.80400000000003,3.519720000000002,50.36,2,3,5,2,22
339.222,3.864700000000002,50.36,2,3,5,2,22
334.80300000000005,3.2199000000000018,59.59,2,4,6,2,23
524.5430000000002,4.784100000000003,92.35,3,5,6,3,38
295.304,4.525520000000003,21.259999999999998,1,2,4,2,21
350.16700000000003,5.523900000000002,21.259999999999998,1,2,4,2,22
325.19500000000005,3.604000000000001,64.35,2,3,5,2,21
304.77700000000004,3.2590200000000014,64.35,2,3,5,2,21
325.19500000000005,3.604000000000002,64.35,2,3,5,2,21
320.77600000000007,2.959200000000001,73.58,2,4,6,2,22
310.22400000000005,5.121940000000004,21.259999999999998,1,2,4,2,20
334.83200000000005,2.8082900000000004,65.61,3,3,4,3,22
275.779,4.4685400000000035,21.259999999999998,1,2,4,2,19
316.615,5.158500000000003,21.259999999999998,1,2,4,2,19
282.17,4.505100000000003,21.259999999999998,1,2,4,2,18
334.605,5.297600000000002,21.259999999999998,1,2,4,2,20
330.18600000000004,4.652800000000003,30.49,1,3,5,2,21
259.32399999999996,3.954240000000002,21.259999999999998,1,2,4,2,19
300.15999999999997,4.644200000000002,21.259999999999998,1,2,4,2,19
283.705,4.129900000000002,21.259999999999998,1,2,4,2,19
265.715,3.990800000000002,21.259999999999998,1,2,4,2,18
283.7049999999999,4.129900000000003,21.259999999999998,1,2,4,2,19
380.89700000000005,3.700020000000003,58.64,1,4,5,2,25
401.31500000000005,4.0450000000000035,58.64,1,4,5,2,25
354.85900000000004,3.531620000000002,67.42999999999999,2,4,6,2,23
511.41300000000024,4.387100000000003,84.31,2,7,6,4,35
342.222,4.522300000000003,39.72,1,4,6,2,22
459.403,5.1811000000000025,81.07000000000001,2,5,5,4,33
375.27700000000004,3.4132000000000016,67.43,2,4,6,2,23
323.371,2.979300000000001,56.92,3,2,3,3,24
463.56300000000016,3.949300000000002,124.0,2,8,7,4,33
361.06600000000003,5.2676000000000025,21.259999999999998,1,2,4,2,19
307.17999999999995,4.376780000000003,45.05,1,3,4,2,20
350.16700000000003,5.523900000000002,21.259999999999998,1,2,4,2,22
315.722,4.8705000000000025,21.259999999999998,1,2,4,2,21
275.779,4.4685400000000035,21.259999999999998,1,2,4,2,19
296.197,4.813520000000003,21.259999999999998,1,2,4,2,19
261.75199999999995,4.160120000000003,21.259999999999998,1,2,4,2,18
296.197,4.813520000000003,21.259999999999998,1,2,4,2,19
316.615,5.158500000000003,21.259999999999998,1,2,4,2,19
300.15999999999997,4.644200000000002,21.259999999999998,1,2,4,2,19
282.16999999999996,4.505100000000003,21.259999999999998,1,2,4,2,18
333.71199999999993,5.0096000000000025,21.259999999999998,1,2,4,2,22
279.74199999999996,4.299220000000003,21.259999999999998,1,2,4,2,19
300.15999999999997,4.644200000000002,21.259999999999998,1,2,4,2,19
282.16999999999996,4.505100000000002,21.259999999999998,1,2,4,2,18
300.15999999999997,4.644200000000002,21.259999999999998,1,2,4,2,19
312.196,4.513700000000004,30.49,1,3,5,2,20
448.57100000000014,2.8614000000000015,75.64,1,8,5,3,33
282.16999999999996,4.505100000000002,21.259999999999998,1,2,4,2,18
265.715,3.990800000000002,21.259999999999998,1,2,4,2,18
277.751,3.8603000000000023,30.49,1,3,5,2,19
320.392,4.694020000000004,43.38000000000001,1,4,6,3,24
379.4640000000002,2.500700000000001,91.93,3,5,6,3,28
499.9990000000003,4.183500000000003,83.4,2,8,6,4,34
441.9890000000002,1.1030000000000006,120.24000000000001,3,7,9,2,29
541.0780000000002,-0.013399999999996526,158.57,4,9,9,2,36
395.44400000000013,2.0248,105.97999999999999,2,5,4,4,28
448.5700000000003,2.739320000000001,108.47000000000001,2,6,6,2,30
696.2640000000001,6.616620000000007,87.54,1,5,8,4,48
409.39300000000003,2.7147000000000006,110.86,2,6,4,3,28
370.4340000000001,2.3095,107.2,2,6,5,3,26
547.6450000000003,2.7155200000000006,157.54000000000002,2,10,9,4,39
583.4940000000003,2.3770999999999995,140.82999999999998,4,7,9,3,38
581.4910000000003,2.7178000000000004,125.04,3,6,6,2,39
539.4540000000001,2.9488000000000003,115.81000000000002,3,5,5,2,36
525.4270000000001,2.5587,115.81000000000002,3,5,6,2,35
625.8390000000002,5.685020000000006,87.54,1,5,8,4,45
504.68300000000045,3.1614400000000016,92.9,2,6,6,3,37
497.5990000000002,3.400800000000003,105.53999999999999,2,5,5,3,37
513.5980000000002,3.1009800000000016,114.77000000000001,2,6,6,3,38
403.4540000000002,2.616500000000001,83.8,2,5,6,2,29
428.4640000000002,2.5102800000000007,107.59000000000002,2,6,7,2,31
414.4370000000002,2.12018,107.59000000000002,2,6,5,2,30
262.361,0.6788000000000002,79.1,3,6,5,1,19
471.50800000000015,4.326100000000003,63.050000000000004,1,6,4,4,33
307.22400000000005,4.795700000000004,15.27,1,2,2,2,20
318.7680000000001,1.8046999999999995,93.1,2,7,2,3,22
284.367,1.2824999999999993,79.96,2,6,3,2,21
406.45000000000005,2.4048799999999995,133.66,3,9,7,3,30
466.5410000000003,4.354000000000003,69.45,2,4,2,5,35
